1242193676505415688,2020-03-23 20:57:05,Great tutorial! how to use #TensorFlow ’s GradientTape function to create custom training loops to train #keras models. #DeepLearning #AI #MachineLearning #DataScience https://t.co/yuNTwEh8Se @PyImageSearch https://t.co/r8nIADJcgC,0
1230226400248029184,2020-02-19 20:23:24,"Really useful tutorial! how to implement and train autoencoders using #Keras, #TensorFlow, and #DeepLearning. @PyImageSearch #DataScience #AI https://t.co/tNLrBPCLLj https://t.co/8nk5gNIsVe",0
1213933539714056198,2020-01-05 21:21:24,"Excellent tutorial by @PyImageSearch ! How to implement label smoothing using Keras, TensorFlow, and Deep Learning (w/ Py code) 
https://t.co/pYvzpFk6KX
#DataScience #MachineLearning #AI #DeepLearning https://t.co/1AcufKhfem",0
1189421633422987264,2019-10-30 05:59:50,"Very useful tutorial (w/ Py code)! 3 ways to create a #Keras model with #TensorFlow 2.0 (Sequential, Functional, and Model Subclassing) @PyImageSearch
https://t.co/eBaO4gymOe #DataScience #AI #DeepLearning https://t.co/k6XO3NzgA4",0
1187434814993063936,2019-10-24 18:24:56,"Very useful! Keras vs. tf.keras: What’s the difference in #TensorFlow 2.0? (W/ Py code)
https://t.co/ZEv2ugbN6v #DeepLearning #DataScience #AI #MachineLearning",0
1183081975470592002,2019-10-12 18:08:18,"Useful! #TensorFlow 2.0 + #Keras Tutorial Overview for Deep Learning Researchers (w/ Py code in Colab) #DataScience
#MachineLearning #AI #DeepLearning #colab https://t.co/aR5qiBiKHq https://t.co/uxV6DvXuFO",0
1175336904419622912,2019-09-21 09:12:09,"Great tutorial! Build a Handwritten Text Recognition System using TensorFlow (w/ Py code) https://t.co/qfzAq2zdhj With extra tutorial. https://t.co/6tk8KqBKD3  #DataScience #DeepLearning #AI #MachineLearning #NLP https://t.co/7U1be8l3t0",0
1124986920528904193,2019-05-05 10:39:17,"Nice explanation w/ Py code! Implementing RoI Pooling in TensorFlow + Keras
https://t.co/zhGkMWXfTU #DataScience #AI #MachineLearning #DeepLearning https://t.co/zRnxgj4J77",0
993023824600977409,2018-05-06 07:05:03,"Nice! Smart Gesture Recognition in iOS 11 with Core ML and TensorFlow (Nice explanation w/ Py code) #DataScience
#DeepLearning #AI  https://t.co/Cs1Nmofjeo https://t.co/4MZwaWaeF3",0
993014456635543552,2018-05-06 06:27:50,"Colab: An easy way to learn and use #TensorFlow and to share and edit code collaboratively #DataSciece
#MachineLearning #DeepLearning #AI https://t.co/S1YuYwvqMq",0
955540171214262272,2018-01-22 20:38:24,Nice tutorial! Building Variational Auto-Encoders in TensorFlow (w/ Py code) https://t.co/INmuzG6rpM #datascience #DeepLearning #MachineLearning https://t.co/m911uWmoBz,0
950814064913145856,2018-01-09 19:38:33,How to Deploy Deep Learning Models with AWS Lambda and Tensorflow #DeepLearning #DataScience  https://t.co/aOJijnDusE https://t.co/o0ayvrBo9C,0
943494216822542337,2017-12-20 14:52:05,Nice tutorial! Learn how to classify images with TensorFlow (w/ Py code) https://t.co/C6wiSfqwUA via @opensourceway by @meonkeys #DataScience #MachineLearning #DeepLearning https://t.co/vR9YzxTcOg,0
934922017740066818,2017-11-26 23:09:13,An Easy Guide to build new TensorFlow Datasets and Estimator with Keras Model (w/ Py code)#DataScience #DeepLearning #Keras https://t.co/3HCAdTt3Ak https://t.co/RqzTgtwZvP,0
933591755504615426,2017-11-23 07:03:14,Explore Deep Learning: A TensorFlow Python Tutorial https://t.co/vMeFpfSvlP #TensorFlow #DeepLearning #Python #DataScience,0
879946832679501824,2017-06-28 06:17:28,Nice read! Software Shrink: Apps &amp; Wearables In an Era of Digital Psychiatry https://t.co/N2ADuUZOBS #IoT #DataScience #BigData,1
873264786859061248,2017-06-09 19:45:24,"Accuracy in Wrist-Worn, Sensor-Based Measurements of Heart Rate and Energy Expenditure https://t.co/n7y89aqAtS #DataScience #IoT #BigData https://t.co/jZezFIUSf7",1
855473747645657088,2017-04-21 17:30:10,A must read! “Data Science Case Study: Classification in IoT”  https://t.co/HdRd1MwkSV #DataScience #bigdata #IoT https://t.co/I7X8zRrTNR,1
840075585468604417,2017-03-10 05:43:22,Deep-Learning Microservices for the Hybrid Internet of Things @jameskobielus https://t.co/kRexTOULl4 #IoT #BigData https://t.co/AAKyftaLtH,1
817112239362686977,2017-01-05 20:55:13,"2016 in Review: IoT, Machine Learning, AI &amp; Automation @yitaekhwang https://t.co/uHUYVzxYkl #deeplearning #IoT #AI https://t.co/8cy7rQMs2l",1
779220234385367040,2016-09-23 07:25:55,Internet of things at nanoscale https://t.co/8FiiIE1M4s via @rcrwirelessnews RT: @SladeGrantham #IoT #AI #BigData https://t.co/yeMj1bfBKv,1
771824026545106944,2016-09-02 21:36:02,Healthcare Is Coming Home With Sensors And Algorithms  https://t.co/uZr6grxD4Q #IoT #BigData #healthcare #smarthome #smarthealth,1
766322258566639616,2016-08-18 17:13:58,Great read! Deep Learning for #IoT future cities https://t.co/Xi7AdGlup1 #DataScience #BigData #AI #MachineLearning https://t.co/3I11Gusi6y,1
765189527212331008,2016-08-15 14:12:54,Apply Deep Learning to Building-Automation IoT Sensors https://t.co/hzWsdfstDx @ElectronicDesgn #DataScience #AI https://t.co/ZrDeuDA0lV,1
761906954608443392,2016-08-06 12:49:08,Explore your IoT data with ThingSpeak and MATLAB https://t.co/295myLqDsI #DataScience #bigdata #IoT,1
750760347150188544,2016-07-06 18:36:29,How the Internet of Things is changing medicine https://t.co/5OiNGZ5dLy via @providerXchange #healthcare #IoT #BigData,1
750452336179441664,2016-07-05 22:12:34,Accelerometer &amp; Gyro Tutorial https://t.co/dnq8DVonGf #DataScience #IoT,1
746071134731444229,2016-06-23 20:03:14,The implications of large IoT ecosystems https://t.co/lz7nIdxYY2 via @techcrunch #IoT #smartcities #AI,1
744522050627321857,2016-06-19 13:27:44,Future of the Internet is Internet of Things https://t.co/8gndHrSqVS #IoT #BigData #SmartHome #SmartCity #SmartNews https://t.co/ZGg3RdJ1KA,1
731561726920032261,2016-05-14 19:08:02,Cognitive Analytics and the Next Internet of Things https://t.co/oTJHRmpchk #IoT #datascience #BigData,1
1245612344664711169,2020-04-02 07:21:39,"Great resource! Mini-crash course on deep learning for computer vision problems using Python (step by step tutorials w/ Py code)
https://t.co/3BwsGUlzaJ #DeepLearning #DataScience #ComputerVision #MachineLearning #AI https://t.co/Ajlo8480jD",2
1226439161789526016,2020-02-09 09:34:16,"PyTorch3D! provides reusable components for 3D Computer Vision research with #PyTorch. https://t.co/0448leTHpn #DataScience #MachineLearning #DeepLearning #AI https://t.co/JKwAhKTxBc",2
1187450533826707457,2019-10-24 19:27:23,"Great guides to computer vision! With installation instructions, step by step tutorials, examples (w/ Py code) @PyImageSearch https://t.co/rtkYp9EWHR #DeepLearning #MachineLearning #ComputerVisio https://t.co/FDf2SNvCM2",2
1180847006882893825,2019-10-06 14:07:20,"Computer Vision News - free monthly magazine #AI #DataScientist #DataScience #MachineLearning #DeepLearning https://t.co/Hoid3lEAyr https://t.co/YHl6SBy4Vf",2
1167666611140120576,2019-08-31 05:13:08,"Nice tutorial! Computer Vision: Implementing Mask R-CNN for Image Segmentation (w/ Python Code) #DataScience #MachineLearning #AI
#DeepLearning https://t.co/zV9qENH1WI https://t.co/coSBxepgk9",2
1162458569310167040,2019-08-16 20:18:15,Useful! The best image annotation platforms for computer vision (+ an honest review of each) #DeepLearning #DataScience #AI #imageprocessing #ImageLabeling https://t.co/ptoZxOHZFp https://t.co/ewwVYgbCwT,2
1007901440344559616,2018-06-16 08:23:23,"Exploring Unsupervised Deep Learning Algorithms for Computer Vision #datascience #DeepLearning #MachineLearning https://t.co/FPc3fVXjs8 https://t.co/ZnvKIzaBmM",2
893773555581825024,2017-08-05 09:59:55,Interesting papers! on Computer Vision for Microscopy Image Analysis https://t.co/IYufWE7Rwb #DataScience #DeepLearning #MachineLearning https://t.co/StL0q1S6fX,2
876151132590100480,2017-06-17 18:54:42,"Great! Over 300 MATLAB examples of image processing and computer vision problems https://t.co/LSh9UT3vjB #DataScience #MachineLearning #AI https://t.co/gpkJzzri6n",2
875961821496311808,2017-06-17 06:22:27,Computer Vision models w/ TensorFlow Object Detection API https://t.co/mInzNI5VzT @googleresearch #DataScience #BigData #deeplearning #AI https://t.co/h5A6d5oblj,2
875479695164403713,2017-06-15 22:26:39,MobileNets Open Source: family of mobile-first computer vision models for TensorFlow https://t.co/712E24l30f #DataScience #deeplearning #AI https://t.co/uFeZ2T3yX9,2
841398478827859970,2017-03-13 21:20:04,GeoVisual Search: Using Computer Vision to Explore the Earth w Keras for Deep Learning https://t.co/sH4TT4dpdQ #DataScience #machinelearning,2
826178880369262592,2017-01-30 21:22:49,Creating Computer Vision &amp; Machine Learning Algorithms to Analyze Works of Art https://t.co/8cvTDGoSAh #DataScience https://t.co/DTGN6DVds2,2
774115804426088448,2016-09-09 05:22:44,Nest Gives Security Cameras Brains Using Google's Computer Vision Software @forbes https://t.co/QOHgazsWXv #deeplearning #MachineLearning,2
1245612344664711169,2020-04-02 07:21:39,"Great resource! Mini-crash course on deep learning for computer vision problems using Python (step by step tutorials w/ Py code) https://t.co/3BwsGUlzaJ #DeepLearning #DataScience #ComputerVision #MachineLearning #AI https://t.co/Ajlo8480jD",2
1226439161789526016,2020-02-09 09:34:16,"PyTorch3D! provides reusable components for 3D Computer Vision research with #PyTorch. https://t.co/0448leTHpn #DataScience #MachineLearning #DeepLearning #AI https://t.co/JKwAhKTxBc",2
960786762086998016,2018-02-06 08:06:29,"Nice explanation &amp; illustration of 5 Clustering Algorithms #DataScience #DataMining https://t.co/FMs5oHQ7wm https://t.co/8Vn3x1BesM",3
925246374387552256,2017-10-31 06:21:40,Great w/ Python code! Optimizing K-Means Clustering for Time Series Data https://t.co/3qpXB0vCdc via @DZone #DataScience #datamining https://t.co/KbtarFIAGh,3
907145744016175104,2017-09-11 07:36:13,"[Clustering] How to sort a distance matrix (example with Py code) https://t.co/4rG3VdCQMl #DataScience #datamining #Python https://t.co/dAjyimRie2",3
842142286926495745,2017-03-15 22:35:42,Hierarchical Clustering Nearest Neighbors Algorithm in R https://t.co/tkhTL91vMa via @Rbloggers #DataScience #machinelearning #datamining,3
837576833822511104,2017-03-03 08:14:13,"Playing with dimensions: Clustering, PCA, t-SNE, deep learning, ... w/ code https://t.co/n8wEMSvDWW #DataScience #machinelearning #bigdata",3
810546617703157761,2016-12-18 18:05:47,Great! Tutorials (w/ Python code) on Clustering unlabeled data- sklearn.cluster https://t.co/V2ycJmSVRp #DataScience https://t.co/kKVk1XjSIH,3
795007602543493120,2016-11-05 20:59:17,Spark LDA:Complete example of clustering algorithm for topic discovery. https://t.co/FhWWXLaDU6 via @knolspeak #DataScience #machinelearning,3
